type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,ph,sulphates,alcohol,density,quality_grade
red,8.74,0.465,0.444,4.11,0.0772,3.096,0.393,11.14,0.99665,Medium
white,9.24,0.356,0.255,5.54,0.064,3.118,0.485,11.19,0.99507,Medium
white,5.87,0.284,0.396,7.88,0.0643,2.98,0.313,10.68,0.9974,Medium
white,7.22,0.418,0.193,8.85,0.0735,3.13,,10.97,0.99674,Medium
white,6.12,0.321,0.168,10.37,0.053,3.395,0.638,11.74,0.99712,High
white,6.4,0.241,0.547,5.32,0.0484,3.043,0.643,10.48,0.99708,High
red,8.35,0.527,0.195,2.96,0.0431,3.399,0.649,11.84,0.99504,High
red,9.88,0.537,0.448,,0.0558,,0.706,9.64,0.99694,Medium
white,8.98,0.433,0.324,13.01,0.0441,3.517,0.341,10.32,0.99655,Low
red,8.89,0.559,0.26,9.7,0.0635,3.098,0.577,9.9,0.99669,Low
white,6.59,0.386,0.305,9.91,0.0622,3.178,0.36,11.23,0.99717,Medium
white,9.74,0.372,0.154,7.84,0.0303,3.063,0.487,9.33,0.99881,Low
red,7.93,0.501,0.308,10.16,0.0725,3.097,0.784,10.06,0.99566,Low
white,6.37,0.268,0.18,9.47,0.0431,3.401,,8.45,0.99849,Low
red,6.45,0.549,0.263,9.84,0.0981,,0.669,11.02,0.9962,Medium
red,9.94,0.487,0.421,6.88,0.0709,3.354,0.568,11.71,0.99482,Medium
,8.07,0.509,0.341,5.64,0.0568,3.003,0.411,11.36,0.99623,Medium
red,11.06,0.654,0.132,2.05,0.0829,3.298,0.612,11.25,0.99725,Medium
white,5.47,0.403,0.412,7.6,0.0635,3.054,0.663,11.28,0.99671,High
white,8.6,0.378,0.309,11.85,0.0628,2.999,0.579,11.13,0.99726,Medium
white,7.08,0.331,0.245,7.29,0.0495,3.236,0.34,11.05,0.99547,Low
red,9.29,0.394,0.4,11.29,0.0546,3.234,0.603,11.11,0.99609,High
red,6.59,0.498,0.29,8.21,0.0765,3.208,0.36,9.71,0.99663,Low
red,10.01,0.53,0.17,10.72,0.0797,3.308,0.687,10.19,0.9971,Low
red,9.27,0.543,0.532,4.46,0.0843,3.331,0.507,10.47,0.99693,Medium
white,6.96,0.387,0.308,6.53,0.0389,3.42,0.383,10.05,0.99788,Medium
red,9.11,0.612,0.3,3.12,0.0971,3.021,0.688,8.76,0.99936,Low
,7.56,0.451,0.261,7.24,0.0802,3.425,0.657,9.1,0.99849,Low
white,6.36,0.272,0.452,5.71,0.0362,3.482,0.558,10.64,0.99571,High
red,7.89,0.665,0.247,2.57,0.0731,3.145,0.853,11.35,0.99463,Medium
red,6.36,0.597,0.125,3.97,0.1089,2.95,0.666,10.41,0.99716,Low
red,9.35,0.481,0.229,6.15,0.09,2.992,0.513,13.3,0.99544,Medium
white,8.31,0.329,0.469,6.84,0.0657,3.131,0.592,9.43,0.99755,Medium
white,6.23,0.33,0.41,12.92,0.0344,3.502,0.496,10.87,0.9949,High
red,8.78,0.523,0.279,10.81,0.0697,3.203,0.742,11.76,0.99735,High
,6.71,0.387,0.475,5.12,0.0398,3.107,0.564,11.52,0.99613,High
white,7.36,0.593,0.4,10.15,0.0528,3.097,0.576,11.09,0.99623,Medium
white,6.31,0.359,0.278,7.3,0.0474,3.002,0.357,11.52,0.99464,Medium
red,7.43,0.586,0.29,8.87,0.0727,3.331,0.597,10.46,0.99666,Medium
red,9.56,0.351,0.35,7.08,0.0745,3.186,0.583,12.15,0.99574,High
white,6.93,0.292,0.21,9.19,0.0381,3.515,0.407,11.75,0.99594,High
red,10.62,0.643,0.311,5.11,0.0773,3.294,0.563,9.51,0.99689,Low
,7.05,0.38,0.347,5.77,0.0667,3.324,0.582,10.74,0.99634,Medium
white,5.98,0.05,0.108,20.39,0.0273,3.164,0.529,8.78,0.9976,Medium
red,9.75,0.587,0.287,,0.0852,3.036,0.421,12.0,0.99676,Medium
white,7.69,0.532,0.274,16.34,0.0707,3.069,0.497,10.64,0.99729,Low
white,7.8,0.14,0.433,11.04,0.0473,2.995,0.474,11.82,0.99495,High
white,8.31,0.492,0.089,7.4,0.0421,3.337,0.553,10.29,0.99575,Low
red,7.68,0.243,0.264,3.9,0.0939,3.142,0.6,8.45,0.99871,Low
white,6.86,0.434,0.252,5.74,0.0352,3.343,0.481,13.17,0.99376,High
white,6.81,0.339,0.425,8.78,0.0497,3.22,0.476,10.54,0.9962,Medium
white,5.58,0.105,0.305,5.7,0.0344,3.156,0.538,9.35,0.99662,High
white,6.71,0.385,0.526,13.23,0.0219,3.025,0.646,11.6,0.99471,High
white,8.47,0.455,0.389,9.52,0.0477,3.245,0.563,12.54,0.99492,High
red,8.66,0.556,0.261,5.38,0.061,3.167,0.761,10.19,0.99665,Medium
red,6.92,0.578,0.339,5.76,0.0798,3.335,0.726,10.3,0.99904,Medium
red,6.69,0.479,0.268,6.45,0.0967,3.093,,10.65,0.99701,Medium
white,8.83,0.154,0.413,7.78,0.0778,3.292,0.694,9.23,0.99672,Medium
white,6.9,0.409,0.15,,0.0514,3.446,0.718,9.67,0.99597,Medium
white,6.29,0.515,0.211,17.17,0.0653,3.241,0.392,12.27,0.99538,Medium
red,8.1,0.633,0.365,9.47,0.086,3.318,0.668,10.26,0.99647,Low
white,5.37,0.141,0.457,10.86,0.0443,3.286,0.676,9.52,0.99869,High
white,8.57,0.189,0.046,7.4,0.0211,3.485,,9.93,0.99738,Medium
red,7.97,0.435,0.475,2.23,0.1044,3.256,0.498,11.53,0.9939,Medium
white,8.5,0.181,0.293,10.37,0.0343,3.305,0.609,8.33,0.99765,Medium
white,7.06,0.344,0.084,8.95,0.0707,3.195,0.539,10.67,0.99585,Medium
white,8.57,0.379,0.0,8.04,0.0581,3.084,0.752,12.99,0.99477,High
red,8.68,0.377,0.126,5.25,0.0654,3.019,0.424,12.53,0.99384,Medium
white,7.94,0.418,0.308,6.22,0.0547,3.39,0.438,11.0,0.9963,Medium
white,7.79,0.4,0.302,6.6,0.082,3.049,0.313,11.78,0.99426,Low
white,7.69,0.285,0.386,12.68,0.073,3.312,0.547,11.77,0.99547,High
white,7.38,0.323,0.244,5.29,0.0423,3.262,0.802,10.27,0.99715,High
white,6.74,0.145,0.177,11.93,0.0393,3.338,0.525,11.37,0.99714,High
red,10.51,0.487,0.26,11.58,0.0815,3.123,0.602,12.28,0.99523,High
white,6.0,0.341,0.314,10.29,0.0475,,0.596,9.07,0.99716,Medium
white,7.0,0.357,0.338,10.1,0.068,3.257,0.516,11.01,0.99749,Medium
white,7.02,0.378,0.215,6.59,0.0611,3.156,0.574,10.78,0.99619,High
red,8.84,0.544,0.418,3.62,0.0546,3.015,0.637,10.51,0.9973,Medium
red,7.93,0.494,0.235,4.38,0.0869,3.491,0.489,10.42,0.99613,Low
white,7.35,0.369,0.206,5.97,0.0473,3.081,0.519,10.64,0.99657,Medium
red,8.21,0.62,0.245,3.5,0.0806,3.051,0.679,10.73,0.99568,Medium
white,5.26,0.33,0.439,8.94,0.0537,3.164,0.641,11.57,0.99594,High
red,8.41,0.552,0.294,4.24,0.098,3.388,0.746,10.9,0.99697,Medium
white,5.79,0.321,0.227,9.21,0.0647,2.875,0.57,10.21,0.99643,Medium
white,5.09,0.275,0.421,12.66,0.0388,3.375,0.573,9.52,0.997,High
red,8.55,0.572,0.567,5.99,0.0791,3.063,0.68,9.9,0.99747,Medium
white,7.54,0.284,0.335,10.14,0.0433,3.24,0.459,10.67,0.99571,Medium
red,8.98,0.559,0.458,2.49,0.0548,3.099,0.514,9.66,0.996,Medium
white,7.62,0.343,0.434,12.57,0.0484,3.499,0.515,11.39,0.99613,High
white,4.87,0.31,0.237,,0.0777,3.219,0.377,10.85,0.9962,Low
white,5.5,0.307,0.313,7.3,0.0243,3.094,0.579,11.6,0.9955,High
red,10.57,0.469,0.156,3.08,0.0796,3.155,0.716,9.73,0.99777,Low
red,7.25,0.355,0.285,2.24,0.0792,3.213,0.505,9.53,0.99808,Low
white,7.67,0.378,0.235,9.02,0.0543,3.227,0.582,11.59,0.99548,High
white,6.24,0.363,0.262,10.48,0.0356,3.266,0.455,10.54,0.99556,Medium
white,7.09,0.425,0.22,14.95,0.0286,3.2,0.408,10.19,0.99631,Low
red,7.7,0.467,0.276,6.27,0.0593,2.993,0.837,11.13,0.99657,High
red,9.02,0.71,0.374,3.49,0.1,3.149,0.47,11.09,0.9962,Low
white,7.15,0.302,0.296,7.39,0.0353,3.291,0.376,9.08,0.99739,Medium
red,7.91,0.432,0.086,2.33,0.0725,3.1,0.616,11.85,0.99469,Medium
red,7.24,0.421,0.22,4.42,0.1116,3.301,0.622,9.97,0.99764,Low
white,7.29,0.167,0.128,8.54,0.039,3.205,0.61,12.19,0.99489,High
red,7.07,0.673,0.339,7.11,0.0851,3.167,0.83,9.0,0.99864,Low
white,7.47,0.477,0.37,11.39,0.066,3.379,0.437,10.73,0.99719,Medium
red,11.29,0.58,0.341,6.98,0.0952,2.939,0.521,10.21,0.99659,Low
white,8.49,0.25,0.216,6.52,0.03,3.099,,8.33,0.99942,Medium
white,7.79,0.521,0.34,6.13,0.0393,3.385,0.643,11.09,0.9962,High
white,6.91,0.305,0.254,11.06,0.0545,3.475,0.626,8.38,0.99876,Low
red,6.27,0.493,0.173,2.22,0.1089,3.543,,10.09,0.99501,Low
white,5.55,0.484,0.399,18.3,0.0386,3.208,0.665,11.56,0.99478,High
white,8.41,0.406,0.408,6.84,0.0426,3.269,0.626,9.84,0.99638,Medium
red,7.53,0.74,0.424,10.11,0.0863,3.323,0.613,9.45,0.99727,Low
red,7.63,0.545,0.237,3.96,0.0893,3.391,0.52,11.24,0.99605,Medium
red,8.22,0.48,0.452,,0.0902,3.247,,10.14,0.99707,Medium
white,5.83,0.279,0.251,,0.0373,3.339,0.728,9.97,0.99734,High
white,5.65,0.155,0.388,8.71,0.042,3.269,0.399,11.74,0.99488,High
white,6.94,0.312,0.249,5.58,0.0532,3.278,0.434,9.17,0.99843,Low
white,6.02,0.454,0.283,9.66,0.0689,3.062,0.455,9.92,0.99876,Low
white,6.18,0.4,0.019,6.15,0.0464,3.151,0.481,11.31,0.99556,Medium
white,6.14,0.342,0.274,6.35,0.0497,3.122,0.528,9.11,0.99726,Medium
red,8.97,0.421,0.321,4.3,0.0646,3.022,0.705,12.26,0.99441,High
white,6.74,0.363,0.261,7.96,0.0779,,0.585,10.17,0.99698,Medium
red,8.2,0.621,0.521,7.11,0.0823,3.136,0.597,11.32,0.9954,Medium
white,7.66,0.383,0.171,9.92,0.0662,3.16,0.563,11.32,0.99431,Medium
white,6.84,0.357,0.242,9.03,0.0504,3.216,0.605,10.24,0.99553,Medium
red,8.09,0.44,0.201,8.71,0.0813,3.283,0.388,9.9,0.99807,Low
white,7.52,0.427,0.242,9.82,0.0275,3.228,0.659,10.35,0.9979,Medium
red,9.14,0.207,0.434,6.89,0.0477,3.161,,11.15,0.99746,High
white,6.84,0.378,0.487,6.33,0.0688,3.063,0.477,9.36,0.99784,Medium
white,7.09,0.597,0.226,12.29,0.0512,3.332,0.571,9.14,0.99694,Low
,6.14,0.189,0.223,11.67,0.0531,3.185,0.521,11.96,0.9949,High
red,7.45,0.496,0.171,5.98,0.0613,3.135,0.648,9.63,0.99605,Low
red,9.25,0.519,0.467,8.29,0.0665,3.172,0.607,10.77,0.99499,Medium
red,8.89,0.474,0.445,5.29,0.0959,3.09,0.555,10.19,0.99712,Medium
red,8.9,0.624,0.297,12.1,0.1061,3.12,0.773,10.23,0.99734,Low
red,8.71,0.567,0.142,5.69,0.0707,3.116,0.675,11.9,0.99711,High
red,8.45,0.535,0.153,5.2,0.0901,3.157,0.626,10.31,0.99671,Low
white,7.77,0.42,0.33,9.85,0.0529,3.298,0.613,10.03,0.99581,Medium
red,9.43,0.522,0.376,13.58,0.0782,3.261,0.505,10.12,0.99684,Low
red,9.4,0.838,0.062,4.02,0.1078,3.432,0.851,9.87,0.99692,Low
white,6.89,0.355,0.271,9.61,0.0432,3.382,0.399,9.7,0.99689,Low
white,8.53,0.36,0.504,7.37,0.0686,3.493,0.544,9.88,0.99748,Medium
white,7.25,0.169,0.284,8.39,0.0557,3.284,0.496,12.15,0.99403,High
white,7.7,0.286,0.489,6.68,0.0497,,0.491,11.15,0.99614,High
white,7.31,0.455,0.388,9.99,0.0706,3.127,0.475,10.04,0.99761,Medium
white,7.27,0.206,0.18,8.64,0.0544,3.324,0.437,11.43,0.99705,High
white,6.19,0.124,0.275,11.4,0.0486,3.102,0.673,8.73,0.99848,Medium
white,7.77,0.343,0.295,12.69,0.0707,2.979,0.385,11.84,0.99634,Medium
red,11.53,0.657,0.196,10.32,0.0987,3.429,0.708,11.76,0.99508,Medium
red,7.99,0.524,0.194,4.25,0.098,3.013,0.668,12.75,0.99431,Medium
white,7.08,0.306,0.491,9.86,0.01,3.266,0.484,11.46,0.99696,High
red,7.91,0.334,0.193,10.71,0.0866,3.068,0.654,10.86,0.99505,Medium
white,6.46,0.385,0.439,6.67,0.0532,3.369,0.511,11.76,0.99511,High
red,10.1,0.586,0.258,5.75,0.0795,3.389,0.458,9.74,0.99831,Low
red,7.66,0.342,0.307,3.58,0.0891,3.279,0.459,9.98,0.99689,Low
red,7.88,0.633,0.377,13.48,0.0839,3.387,0.669,10.33,0.99651,Low
white,5.25,0.417,0.238,13.84,0.0602,3.201,0.602,11.84,0.99517,Medium
red,7.57,0.633,0.378,7.29,0.076,3.535,0.619,9.5,0.99762,Low
white,5.12,0.398,0.064,10.42,0.0725,3.312,0.483,9.39,0.99859,Low
white,7.69,0.405,0.363,6.94,0.0617,3.065,0.507,10.65,0.99731,High
red,11.48,0.572,0.014,11.37,0.0881,3.21,0.551,11.15,0.99604,Low
white,6.6,0.427,0.283,7.85,0.0574,3.177,0.32,9.66,0.99835,Low
red,6.57,0.338,0.413,3.91,0.0974,3.162,0.597,11.1,0.99638,Medium
red,9.39,0.37,0.385,9.79,0.0953,2.951,0.653,11.84,0.99618,High
white,6.2,0.266,0.154,7.63,0.0483,3.258,0.538,11.66,0.99464,High
white,8.43,0.327,0.17,7.19,0.0649,2.992,0.742,10.77,0.99793,High
red,8.09,0.559,0.227,8.46,0.0826,2.821,0.469,10.3,0.99699,Low
white,6.31,0.372,0.332,6.23,0.0788,3.148,0.451,12.22,0.99259,Medium
red,8.2,0.632,0.066,7.34,0.0965,3.087,0.606,10.42,0.99818,Low
white,7.83,0.455,0.308,8.99,0.0406,3.071,0.559,11.39,0.99581,High
white,6.75,0.253,0.347,11.27,0.085,2.735,0.302,12.46,0.99449,Medium
white,6.45,0.364,0.276,10.1,0.0185,3.072,0.602,11.28,0.99536,High
white,6.78,0.255,0.373,21.75,0.0596,3.174,0.56,9.35,0.99804,Medium
red,7.0,0.501,0.337,6.08,0.0696,3.105,0.336,9.1,0.99707,Low
white,7.44,0.372,0.245,7.62,0.0782,3.258,0.516,10.09,0.99646,Medium
white,5.03,0.05,0.078,8.65,0.0538,3.409,0.433,11.14,0.99554,Medium
white,6.51,0.581,0.326,10.06,0.0381,3.277,0.476,10.87,0.99601,Medium
red,9.24,0.577,0.196,13.04,0.076,,0.429,12.72,0.99415,Medium
red,8.73,0.46,0.241,7.6,0.0693,3.366,0.64,10.86,0.99705,Medium
red,9.05,0.713,0.367,3.64,0.0754,3.047,0.801,10.06,0.99725,Low
red,8.33,0.485,0.48,34.41,0.0751,3.266,0.622,9.21,0.99812,Medium
red,9.69,0.533,0.305,9.27,0.0687,3.349,0.331,11.64,0.99613,Medium
red,9.42,0.471,0.376,3.55,0.0841,3.135,0.624,10.39,0.99663,Medium
white,7.49,0.505,0.137,6.34,0.0559,3.081,0.507,8.82,0.9972,Low
red,9.42,0.51,0.339,2.91,0.0651,3.28,0.458,10.42,0.99831,Medium
white,7.83,0.355,0.303,8.51,0.0251,2.978,0.572,9.35,0.99848,Medium
white,6.52,0.46,0.458,8.62,0.0547,3.037,0.636,9.95,0.99856,Medium
white,5.52,0.399,0.245,45.08,0.058,3.1,0.45,10.41,0.99762,Low
white,7.46,0.335,0.281,5.95,0.061,3.268,0.333,9.45,0.99714,Low
white,7.6,0.451,0.437,6.37,0.0583,3.233,0.289,9.89,0.99505,Low
white,8.2,0.594,0.299,10.88,0.0736,3.355,0.45,9.62,0.9963,Low
white,5.97,0.372,0.177,7.89,0.065,3.062,0.511,9.65,0.99795,Low
white,6.0,0.352,0.616,6.53,0.0902,3.054,0.468,9.34,0.99756,Medium
white,7.51,0.357,0.181,8.97,0.0965,3.279,0.448,9.89,0.99678,Low
white,6.92,0.471,0.302,9.57,0.0236,3.08,0.598,9.46,0.9953,Medium
white,4.93,0.28,0.352,9.95,0.017,3.109,0.586,11.02,0.99613,High
red,8.81,0.492,0.342,5.66,0.0799,2.921,0.614,10.61,0.99554,Medium
white,4.96,0.186,0.287,8.41,0.0576,3.244,0.628,11.65,0.99492,High
white,5.96,0.222,0.288,13.45,0.0489,3.431,0.451,12.38,0.99568,High
white,8.49,0.288,0.282,6.43,0.0606,3.046,0.399,11.11,0.99513,Medium
white,9.01,0.334,0.176,8.06,0.0459,3.353,0.467,10.87,0.99544,Medium
white,5.66,0.517,0.568,5.51,0.0396,3.191,0.459,11.18,0.99617,Medium
white,6.64,0.394,0.284,7.74,0.0419,2.935,0.284,10.89,0.99704,Medium
white,7.05,0.249,0.382,9.19,0.047,3.066,0.465,10.45,0.99629,Medium
red,10.36,0.447,0.27,8.42,0.0927,3.057,0.723,10.37,0.99805,Medium
red,7.86,0.657,0.267,,0.0727,3.153,0.686,9.33,0.99651,Low
red,7.88,0.633,0.255,5.9,0.0757,3.263,0.653,11.28,0.9946,Medium
red,10.1,0.523,0.124,14.17,0.0886,3.477,0.606,10.37,0.99534,Low
red,7.99,0.476,0.291,7.03,0.077,2.985,0.764,11.92,0.99385,High
white,7.79,0.452,0.261,6.18,0.0668,3.127,0.403,11.36,0.99614,Medium
white,5.38,0.241,0.451,7.75,0.0362,3.066,0.414,9.74,0.99641,Medium
red,8.21,0.559,0.166,7.15,0.063,3.01,0.725,11.71,0.99425,Medium
white,5.17,0.567,0.241,7.16,0.0546,3.214,0.533,8.0,0.9992,Low
red,7.24,0.541,0.202,6.27,0.0861,3.2,0.509,12.43,0.99561,Medium
white,7.92,0.262,0.483,9.27,0.037,2.928,0.596,8.99,0.99891,High
red,8.35,0.561,0.206,5.27,0.1002,3.203,0.537,10.92,0.99702,Medium
white,6.65,0.293,0.377,6.06,0.0789,3.019,0.429,10.85,0.99547,Medium
red,7.58,0.381,0.426,3.76,0.0706,3.202,0.486,11.58,0.99589,High
white,6.76,0.41,0.292,18.22,0.0723,3.39,0.569,10.05,0.99746,Low
red,8.73,0.632,0.145,4.4,0.0443,3.269,0.615,8.15,0.9983,Low
white,8.08,0.309,0.146,7.87,0.0661,3.227,0.712,10.06,0.99715,Medium
red,5.51,0.482,0.413,4.66,0.0671,3.121,0.555,10.17,0.99578,High
white,6.09,0.244,0.159,11.5,0.0646,3.21,0.493,8.25,0.99807,Low
white,7.18,0.325,0.357,7.99,0.0356,3.284,0.703,10.45,0.99699,High
white,6.89,0.284,0.324,8.53,0.049,3.27,0.648,9.27,0.99907,High
white,7.44,0.239,0.355,9.1,0.0378,3.185,0.547,11.08,0.99712,High
white,7.29,0.529,0.367,12.02,0.0468,3.233,0.343,10.14,0.99753,Low
red,8.06,0.567,0.198,5.34,0.1074,3.003,0.493,12.46,0.99492,Medium
red,7.82,0.577,0.193,5.65,0.0784,3.09,0.464,10.13,0.99688,Low
red,8.13,0.608,0.396,4.05,0.1117,3.306,0.594,10.85,0.99499,Medium
red,9.66,0.597,0.234,6.34,0.0742,3.326,0.529,10.18,0.99615,Low
white,6.19,0.299,0.0,10.54,0.0724,3.214,0.722,8.7,0.99751,Low
white,6.93,0.367,0.388,,0.0256,3.422,0.341,10.19,0.99741,Medium
,7.2,0.313,0.186,16.87,0.0457,3.276,0.391,11.19,0.99684,Medium
white,8.72,0.384,0.366,6.84,0.042,3.165,0.559,11.03,0.9968,High
white,6.67,0.374,0.477,8.66,0.0731,3.017,0.593,10.09,0.99804,Medium
white,8.05,0.302,0.312,8.0,0.0528,3.416,,8.87,0.99814,Low
white,8.36,0.207,0.429,15.47,0.0187,3.316,0.322,11.08,0.9952,High
,8.33,0.535,0.328,7.78,0.0603,3.47,0.558,10.84,0.99626,Low
white,6.77,0.32,0.5,5.76,0.0348,3.525,0.693,11.29,0.99525,High
white,6.64,0.151,0.183,7.09,0.064,3.007,0.757,10.11,0.99755,High
red,8.12,0.571,0.309,4.52,0.0921,3.007,0.54,8.63,0.99797,Low
red,9.34,0.617,0.391,2.69,0.0755,2.771,0.57,10.96,0.99611,Medium
white,7.25,0.593,0.287,8.87,0.0418,3.338,0.43,10.39,0.99733,Low
white,7.26,0.301,0.448,51.31,0.0607,3.298,0.606,11.86,0.99472,High
white,5.76,0.286,0.258,17.22,0.0331,3.215,0.713,10.43,0.99754,High
white,5.94,0.229,0.558,9.52,0.0569,3.016,0.681,10.35,0.99553,High
red,10.76,0.541,0.565,4.43,0.0856,,0.587,10.84,0.99658,Medium
red,8.2,0.54,0.344,3.32,0.0759,3.228,0.489,9.77,0.99719,Medium
white,6.15,0.259,0.376,8.42,0.056,3.317,0.531,9.72,0.99806,Medium
white,8.57,0.323,0.453,14.86,0.0515,3.241,0.696,10.3,0.99555,High
white,7.31,0.142,0.168,8.03,0.0575,3.3,0.482,9.43,0.9962,Medium
white,7.64,0.433,0.153,8.44,0.03,3.181,0.312,10.16,0.99759,Low
red,8.25,0.443,0.461,9.51,0.0892,3.377,0.547,12.44,0.99451,High
white,6.65,0.337,0.343,9.42,0.0654,3.295,0.497,11.49,0.99564,High
red,8.21,0.377,0.283,8.21,0.0848,3.022,0.371,10.72,0.99582,Low
,6.88,0.462,0.311,6.55,0.089,3.408,0.618,12.03,0.99605,High
red,8.3,0.492,0.024,6.36,0.0784,3.384,0.651,9.53,0.99775,Low
red,8.73,0.519,0.287,2.52,0.0934,3.27,0.813,13.01,0.99457,High
white,9.04,0.388,0.22,6.33,0.051,3.242,0.37,9.92,0.99608,Low
red,8.49,0.664,0.42,5.87,0.0628,3.449,0.678,12.5,0.99526,High
red,5.83,0.593,0.429,3.45,0.0923,2.955,0.706,12.5,0.99392,High
white,6.9,0.436,0.379,8.42,0.0255,3.386,0.592,8.56,0.99776,Low
white,10.01,0.485,0.357,6.21,0.0542,3.129,0.409,11.94,0.99409,Medium
red,9.35,0.577,0.13,9.55,0.0742,,0.462,10.1,0.99683,Low
red,7.51,0.516,0.381,,0.0733,3.218,0.602,9.8,0.9982,Low
red,9.05,0.621,0.386,3.31,0.0826,3.014,0.601,10.95,0.99641,Low
white,6.18,0.447,0.459,,0.0394,3.126,0.463,9.34,0.99726,Low
red,6.91,0.585,0.564,7.57,0.0877,,0.745,10.93,0.99632,High
red,8.02,0.375,0.107,5.22,0.0809,3.168,0.542,9.41,0.99768,Low
red,8.5,0.436,0.263,9.35,0.0707,3.107,0.363,10.59,0.99659,Low
white,4.94,0.313,0.221,7.26,0.0701,3.106,0.503,11.8,0.9956,High
red,7.14,0.598,0.331,3.09,0.0831,,0.648,10.81,0.9954,Medium
white,7.01,0.338,0.312,8.3,0.0595,3.463,0.571,10.02,0.99714,Medium
red,7.95,0.634,0.282,10.41,0.1012,2.879,0.63,10.97,0.99461,Low
white,7.43,0.472,0.433,5.7,0.071,3.62,0.709,8.92,0.99855,Medium
red,7.06,0.64,0.178,6.15,0.0887,3.231,0.456,9.52,0.9965,Low
red,9.19,0.641,0.185,6.48,0.0755,3.287,0.539,9.95,0.99816,Low
red,7.1,0.416,0.187,11.39,0.0586,3.135,0.775,11.23,0.99375,High
white,8.81,0.388,0.267,6.72,0.0531,,0.294,10.83,0.99782,Low
white,5.11,0.279,0.163,5.64,0.0664,3.229,0.524,10.96,0.99472,Medium
red,7.2,0.355,0.304,4.26,0.0853,3.043,0.737,10.37,0.99565,Medium
red,8.86,0.491,0.29,8.14,0.0283,3.079,0.736,9.57,0.99772,Medium
white,8.83,0.472,0.216,8.59,0.0631,3.378,0.609,11.96,0.99585,High
white,7.35,0.386,0.415,10.05,0.064,2.967,0.612,9.67,0.9971,Medium
red,9.02,0.722,0.303,3.17,0.0755,3.266,0.465,10.84,0.99711,Low
red,8.42,0.538,0.438,4.69,0.0948,,0.755,10.28,0.99609,Medium
white,5.87,0.585,0.287,8.69,0.0594,3.056,0.386,10.99,0.99581,Low
white,6.46,0.358,0.307,5.82,0.0397,3.496,0.393,9.76,0.997,Low
white,5.67,0.342,0.242,8.68,0.0691,3.057,0.577,11.51,0.99522,High
white,5.59,0.212,0.309,7.67,0.031,3.03,0.471,11.85,0.99365,High
white,7.44,0.451,0.395,24.0,0.0491,3.172,0.555,11.44,0.99574,Medium
red,7.16,0.47,0.261,5.28,0.0776,3.085,0.642,10.57,0.99644,Low
white,7.35,0.275,0.372,14.95,0.0376,3.201,0.743,9.94,0.99808,High
,6.97,0.648,0.212,6.82,0.0846,3.223,0.642,13.36,0.99288,Medium
red,8.73,0.636,0.401,4.95,0.0997,3.235,0.516,9.36,0.99706,Low
red,7.86,0.633,0.24,10.76,0.0987,3.181,0.671,11.33,0.99695,Low
red,9.95,0.484,0.412,2.99,0.0909,3.095,0.49,10.75,0.99665,Medium
white,7.36,0.335,0.317,7.41,0.0246,3.297,,10.33,0.99726,High
red,9.76,0.514,0.493,,0.06,3.183,0.598,10.59,0.99694,Medium
red,7.57,0.598,0.172,2.1,0.0825,3.126,0.638,9.86,0.9976,Low
white,7.06,0.495,0.133,8.39,0.0495,3.422,0.316,10.85,0.99793,Low
white,5.92,0.377,0.236,8.37,0.0425,3.182,0.26,10.73,0.99649,Medium
white,6.55,0.537,0.144,9.24,0.0786,3.364,0.35,13.21,0.99326,Medium
white,6.71,0.43,0.144,7.91,0.0516,3.384,0.739,11.52,0.99627,High
white,6.2,0.317,0.385,11.42,0.0581,3.393,0.392,10.94,0.9957,Medium
red,7.06,0.603,0.309,3.6,0.0948,3.304,0.678,11.0,0.99606,Low
white,5.45,0.511,0.252,12.07,0.0508,3.2,0.453,12.33,0.9953,High
white,4.43,0.54,0.264,6.33,0.0889,3.19,0.501,9.38,0.99688,Low
red,7.24,0.639,0.238,6.29,0.0659,3.163,0.585,10.21,0.99641,Low
red,9.09,0.523,0.508,10.04,0.0709,2.875,0.787,8.4,0.99893,Low
,6.64,0.498,0.222,3.46,0.0659,3.308,0.66,10.99,0.99568,High
white,5.5,0.398,0.151,7.04,0.0734,3.237,0.576,11.29,0.99678,Medium
red,10.37,0.687,0.406,9.04,0.092,3.324,0.746,9.35,0.99676,Low
red,7.7,0.563,0.284,5.82,0.0718,3.182,0.514,11.91,0.99445,Medium
white,7.35,0.385,0.555,5.65,0.037,3.3,0.658,9.65,0.99909,High
white,7.71,0.345,0.247,9.14,0.0708,2.993,0.638,10.04,0.99565,Medium
red,9.13,0.487,0.412,7.47,0.0854,3.025,0.697,10.53,0.99656,Medium
white,5.33,0.324,0.44,12.45,0.0712,2.829,0.511,12.07,0.99686,High
red,8.15,0.534,0.247,6.21,0.0791,3.18,0.538,9.5,0.99748,Low
white,5.22,0.512,0.221,10.14,0.0577,3.084,0.426,10.71,0.99763,Low
white,9.69,0.316,0.399,15.62,0.0545,3.064,0.433,11.21,0.99656,Medium
red,6.65,0.525,0.379,8.55,0.0706,3.25,0.48,11.0,0.99615,Low
white,5.85,0.253,0.141,7.83,0.0478,3.136,0.574,11.04,0.99601,High
white,5.86,0.412,0.175,8.13,0.0322,2.985,0.503,11.2,0.99407,Medium
white,5.35,0.477,0.006,13.01,0.0574,3.582,,9.82,0.99693,Low
